date,type,category,amount,content
2026-02-15,수입,eventgift,3.0,점심 memo
2025-02-26,지출,groceries,160000.0,점심
2024-05-01,지출,groceries!!,202.0,저녁
2026-01-01,수입,meal,134.0,마트 장보기
2024-10-09,수입,eatout,153.0,게임 결제 현금
2026-02-16,수입,clinic,143.0,월세
2025-07-21,수입,hotel,1990000.0,점심 현금
2026-01-08,지출,eventgift,73000.0,친구 만남
2026-01-05,수입,여행,930000.0,기념일 현금
2024-02-11,지출,pet,99000.0,교통비 카드
2024-04-01,지출,course,169.0,기념일 카드
2024-11-01,수입,internet123,97.0,월세 확인필요
2025-08-08,수입,starbucks,60000.0,출장 memo
2024-06-01,지출,쇼핑,21.0,수업
2024-08-20,지출,교통,840000.0,병원 현금
2026-03-03,지출,pay,1580000.0,온라인 주문 memo
2025-08-12,수입,mall,7.0,월세 환불건
2024-04-23,지출,birthdaygift!!,193000.0,환불 확인필요
2025-11-10,수입,starbucks,3.0,기념일
2025-10-01,수입,선물,1530000.0,월세
2026-04-14,지출,fashion,123.0,카페 #7
2025-03-12,지출,coffee,176.0,환불
2025-08-01,수입,선물,38.0,수업 urgent
2026-04-21,수입,카페,690000.0,카페 memo
2025-01-01,수입,교통,2123.0,저녁 확인필요
2025-10-07,수입,onlineshopping,1578.0,월세 카드
2026-03-08,수입,식비,230000.0,교통비
2025-04-01,수입,dogfood,197.0,환불
2024-01-01,지출,eatout,151.0,점심 카드
2025-01-01,지출,pharmacy,221000.0,출장
2025-05-01,지출,book,204.0,수업
2025-07-27,수입,쇼핑,83.0,병원
2026-01-01,지출,congrats,91.0,여행 준비 카드
2025-08-01,수입,waterbill,23000.0,마트 장보기 카드
2024-04-01,지출,hobby,129.0,마트 장보기
2024-04-10,지출,groceries,30.0,친구 만남 환불건
2024-04-15,지출,hotel,52000.0,월세 urgent
2024-10-07,수입,meal,70.0,카페
2024-12-12,지출,선물,123.0,월세 urgent
2024-07-21,수입,groceries,165.0,카페 현금
2024-05-10,수입,선물,1030000.0,교통비 확인필요
2024-11-29,수입,급여,153.0,저녁 #2
2025-08-17,지출,fashion,53.0,마트 장보기 memo
2025-08-19,지출,rent,14.0,월급
2025-12-01,지출,incomebonus!!,36000.0,수업 urgent
2025-11-17,수입,bakery,35.0,월세 현금
2025-06-01,지출,coffee,123.0,온라인 주문 카드
2024-02-04,지출,monthlypay,1350000.0,월세
2025-09-16,수입,uber,137.0,게임 결제 확인필요
2026-03-28,수입,uber,160000.0,마트 장보기 urgent
2024-09-24,지출,식비,215000.0,카페
2026-01-01,수입,hospital,78000.0,카페 확인필요
2025-01-19,지출,monthlypay,2370000.0,여행 준비
2025-01-01,수입,waterbill,1620000.0,여행 준비 환불건
2024-10-23,수입,tuition,162.0,월세
2026-01-08,수입,vet,138.0,저녁 환불건
2025-04-27,수입,선물,25000.0,월급 환불건
2025-09-22,수입,tour,250.0,출장 현금
2024-03-05,수입,shop,11.0,병원
2024-03-23,수입,catsnack,198000.0,온라인 주문 환불건
2025-04-20,수입,bakery,237.0,수업 memo
2026-02-01,수입,course,30.0,여행 준비 #7
2024-11-29,지출,dessert,57.0,수업 #3
2025-04-10,수입,latte,33.0,월급 환불건
2026-02-01,수입,tour,1480000.0,게임 결제 현금
2025-04-18,수입,course,2290000.0,점심
2026-03-01,지출,hotel,11.0,저녁 확인필요
2025-01-01,수입,dogfood,139.0,출장 memo
2024-09-30,지출,clothes,213.0,마트 장보기 현금
2024-08-25,지출,congrats,1367.0,마트 장보기 urgent
2025-01-15,지출,mart,42.0,환불 #3
2024-11-20,지출,교통,38000.0,마트 장보기
2025-05-26,지출,birthdaygift,181000.0,환불 memo
2025-03-01,수입,game,37000.0,여행 준비 현금
2024-03-31,수입,fuel,36000.0,게임 결제 urgent
2024-11-01,지출,여행,164.0,마트 장보기
2025-12-05,수입,eatout,145000.0,월급 카드
2024-01-18,수입,monthlypay,70000.0,저녁 urgent
2024-03-19,수입,dogfood,2124.0,기념일 카드
2026-04-23,수입,flight,42.0,출장 현금
2025-06-22,지출,식비,123000.0,월세 memo
2024-11-07,지출,tour,33000.0,월급
2026-03-10,지출,교통,247000.0,월급 카드
2025-05-01,지출,식비,109000.0,여행 준비 환불건
2025-03-14,지출,utility,173.0,친구 만남
2025-12-12,지출,latte!!,104.0,온라인 주문 확인필요
2026-04-30,지출,hobby,1600000.0,게임 결제 #8
2025-05-01,지출,pet,123.0,월세 확인필요
2024-02-06,수입,study,100000.0,게임 결제 카드
2024-08-28,지출,pharmacy,10000.0,수업
2024-03-09,지출,lunch,1700000.0,월세
2025-10-04,지출,tour,1640000.0,수업 카드
2025-04-18,수입,concert,163000.0,교통비 현금
2024-09-01,수입,hotel,112000.0,온라인 주문
2025-12-17,수입,starbucks,93000.0,저녁 #1
2025-01-28,지출,clinic,2330000.0,마트 장보기 #2
2024-06-01,지출,rent,121.0,수업
2025-10-05,수입,coffee,2030000.0,환불
2024-04-30,지출,netflix,490000.0,게임 결제
2024-07-30,지출,study,8000.0,카페 현금
2025-05-01,지출,birthdaygift,81.0,온라인 주문 확인필요
2024-09-26,지출,electricity,2190000.0,출장
2024-02-01,수입,급여,144000.0,환불 memo
2024-10-01,지출,gas,620000.0,출장 확인필요
2024-10-18,수입,internet,214000.0,병원 urgent
2025-06-21,수입,flight,1763.0,저녁
2025-06-09,지출,birthdaygift,150.0,월세
2024-02-16,수입,eventgift,207000.0,교통비
2025-09-01,지출,clinic,209.0,출장
2025-08-22,수입,movie,123.0,마트 장보기 환불건
2024-01-22,수입,급여,176000.0,월세 urgent
2025-02-01,지출,lecture!!,23.0,게임 결제 확인필요
2025-05-20,수입,dinner,41.0,친구 만남 확인필요
2024-08-20,지출,clothes,143000.0,월급 환불건
2025-12-01,지출,clinic,36.0,점심 환불건
2025-06-01,수입,concert,193.0,수업 확인필요
2025-09-17,지출,fuel,201.0,친구 만남 카드
2026-01-12,지출,uber,41.0,온라인 주문 urgent
2025-06-01,지출,train,241.0,월세 #6
2025-08-18,지출,shop,64.0,기념일
2025-03-01,지출,game,183000.0,월급 환불건
2026-02-03,지출,medical,75.0,기념일 urgent
2026-03-21,수입,onlineshopping!!,126.0,저녁 환불건
2026-03-01,지출,meal,194.0,게임 결제
2025-06-28,지출,lecture,156000.0,점심 확인필요
2024-01-25,수입,restaurant,66.0,교통비 현금
2024-07-04,지출,shop,970000.0,카페 환불건
2025-08-23,수입,starbucks,2170000.0,기념일
2025-05-08,지출,lecture,42.0,병원
2024-10-01,수입,waterbill,182000.0,여행 준비 환불건
2024-07-01,수입,utility,78.0,기념일 urgent
2025-12-21,수입,mart,1900000.0,친구 만남
2025-08-06,지출,선물,1370000.0,점심
2025-06-01,수입,eatout,580000.0,카페
2024-03-05,수입,catsnack,122000.0,여행 준비 #9
2026-03-01,지출,식비,2281.0,월세 urgent
2025-03-18,수입,fashion,106000.0,점심 확인필요
2025-05-01,수입,clinic,246.0,환불 환불건
2024-07-24,지출,monthlypay,178000.0,마트 장보기 memo
2025-04-10,지출,present,124.0,병원 확인필요
2024-04-01,지출,clothes,2050000.0,친구 만남
2024-05-13,수입,fashion,12.0,마트 장보기 memo
2025-10-06,지출,groceries,430000.0,기념일 카드
2024-11-01,지출,netflix123,236.0,출장 #8
2024-11-01,지출,waterbill,22000.0,저녁 카드
2024-06-01,수입,fuel,203.0,수업 환불건
2025-07-25,수입,rent,91000.0,병원 urgent
2025-05-01,수입,쇼핑,46.0,교통비
2025-01-30,수입,groceries,44000.0,월급 카드
2026-01-30,수입,starbucks,122.0,출장 환불건
2024-08-01,수입,쇼핑,200000.0,저녁
2024-01-12,수입,선물,114.0,월급 urgent
2025-09-04,수입,tuition,5000.0,출장 #2
2024-04-08,지출,dinner,160000.0,월급 #4
2024-11-27,수입,bakery!!,72.0,출장 urgent
2025-05-26,지출,eatout,100.0,여행 준비 memo
2026-01-01,지출,쇼핑,166.0,여행 준비 #6
2024-02-25,지출,incomebonus,2.0,저녁 #3
2024-06-26,지출,snack,185000.0,마트 장보기 현금
2025-10-12,수입,fashion,1090000.0,게임 결제 확인필요
2024-03-26,지출,starbucks,73000.0,환불 #8
2024-07-13,수입,electricity,1020000.0,친구 만남
2024-09-01,수입,선물,670000.0,카페
2024-04-01,수입,clinic,110000.0,병원 확인필요
2026-01-15,수입,utility123,192000.0,게임 결제
2024-07-09,수입,tuition,1130000.0,교통비 urgent
2024-02-12,수입,uber,870000.0,여행 준비 #6
2025-11-01,수입,rent,103.0,월급 urgent
2026-02-08,수입,flight,10000.0,점심
2026-01-01,지출,monthlypay,123.0,게임 결제 확인필요
2024-07-18,지출,여행,1410000.0,월급 카드
2024-08-04,지출,선물,232000.0,게임 결제
2025-10-01,수입,pet,184.0,수업 #4
2024-11-19,지출,netflix,192.0,여행 준비 카드
2026-03-05,지출,tour,60000.0,기념일 확인필요
2025-03-01,수입,tour,93.0,환불 확인필요
2024-06-21,수입,식비,152000.0,카페
2025-05-15,지출,monthlypay,23.0,온라인 주문 memo
2025-12-01,수입,restaurant,6000.0,게임 결제 카드
2025-07-05,지출,clinic,20000.0,환불
2025-06-15,지출,monthlypay,910000.0,저녁
2026-03-01,수입,쇼핑,105.0,여행 준비
2024-08-19,수입,study,32.0,게임 결제 카드
2025-08-08,지출,tuition,89.0,병원 현금
2024-01-10,지출,uber,250000.0,수업
2024-12-01,지출,dogfood,243000.0,친구 만남 #2
2024-06-18,수입,급여,1310000.0,월급
2026-02-02,지출,birthdaygift,123.0,카페
2024-09-28,수입,쇼핑,218000.0,여행 준비 memo
2024-09-13,지출,급여,113.0,수업 memo
2025-12-27,수입,pay,42.0,온라인 주문 확인필요
2025-05-22,수입,eventgift,203.0,카페 memo
2025-09-03,지출,snack123,131000.0,온라인 주문 확인필요
2024-05-01,수입,snack,1630000.0,저녁 확인필요
2024-11-25,수입,medical,94000.0,환불 memo
2026-03-24,지출,bus,990000.0,출장
2024-08-11,지출,birthdaygift123,76.0,저녁 #9
2025-10-16,지출,rent,211000.0,기념일
2025-07-16,지출,waterbill,3.0,교통비
2026-03-07,지출,internet,57000.0,병원 환불건
2026-01-01,수입,bakery,490000.0,마트 장보기 urgent
2024-06-01,지출,snack123,249000.0,점심 확인필요
2024-04-22,지출,travel123,154.0,월급 memo
2024-03-28,수입,tuition,150000.0,점심
2024-04-15,지출,cafe!!,91.0,병원 환불건
2025-03-14,수입,starbucks,225.0,온라인 주문
2024-06-01,수입,flight,123.0,친구 만남
2025-01-01,수입,incomebonus,2060000.0,게임 결제 카드
2025-07-03,수입,dogfood,1000.0,게임 결제
2025-03-01,수입,groceries,8.0,점심
2025-04-26,지출,congrats,4000.0,저녁 카드
2025-02-01,지출,hotel,182000.0,친구 만남 확인필요
2024-05-08,수입,카페,81.0,저녁 확인필요
2024-04-21,수입,rent!!,28.0,마트 장보기 카드
2024-02-03,수입,fuel,242000.0,병원 #9
2024-02-08,수입,선물,56.0,교통비 카드
2025-09-13,수입,급여,223000.0,친구 만남
2024-06-22,수입,쇼핑,118000.0,월세
2025-05-14,수입,vacation,940000.0,친구 만남 카드
2025-11-29,지출,lecture,75000.0,카페 환불건
2024-12-01,지출,카페,197000.0,여행 준비 #8
2025-05-02,수입,급여,90000.0,기념일 환불건
2025-04-01,지출,식비,247.0,수업 환불건
2024-01-17,지출,eventgift,2130000.0,월급 환불건
2024-06-30,지출,tour,73.0,월급
2024-07-01,수입,monthlypay,977.0,점심 현금
2024-02-02,지출,교통,238.0,환불 memo
2024-08-10,수입,present123,245.0,월세 확인필요
2025-02-13,수입,congrats,3000.0,게임 결제 환불건
2026-02-04,지출,급여,162.0,온라인 주문 urgent
2025-10-22,수입,hotel,63.0,여행 준비
2024-01-01,수입,lecture,550000.0,친구 만남 확인필요
2024-11-23,수입,fashion,154000.0,마트 장보기 현금
2024-02-14,수입,fashion123,360000.0,환불 환불건
2025-06-18,수입,clothes,24000.0,카페
2025-12-03,수입,bakery,62.0,게임 결제 환불건
2024-04-23,수입,카페,2260000.0,월급 urgent
2024-06-24,수입,rent,1800000.0,카페 memo
2025-05-15,지출,catsnack,43.0,여행 준비 환불건
2025-07-12,지출,dinner,133.0,게임 결제 urgent
2026-01-15,수입,tuition,190.0,친구 만남 확인필요
2024-10-07,지출,dogfood123,228000.0,온라인 주문 #5
2024-05-01,지출,present,205000.0,월급 환불건
2025-03-01,지출,latte,129.0,친구 만남
2024-07-01,지출,groceries,1740000.0,월급 urgent
2025-10-01,지출,movie,810000.0,기념일 환불건
2025-02-01,수입,flight,233000.0,환불 현금
2025-02-04,지출,coffee,2110000.0,월급
2024-07-08,지출,birthdaygift!!,75.0,온라인 주문 확인필요
2024-04-01,수입,mart,149000.0,월세 memo
2024-12-01,지출,tour,235.0,교통비 카드
2024-01-31,수입,birthdaygift,126000.0,교통비 카드
2024-07-15,지출,trip,1050000.0,게임 결제 #4
2024-11-01,수입,train,750000.0,친구 만남 urgent
2024-09-24,수입,train,225.0,저녁
2025-09-04,지출,rent,58.0,카페
2024-04-01,수입,meal!!,59000.0,저녁 #1
2024-03-19,수입,clothes,75.0,친구 만남 urgent
2024-07-01,지출,study,2000000.0,온라인 주문 카드
2024-01-01,지출,dogfood,2130000.0,저녁 카드
2026-01-08,지출,birthdaygift,246000.0,환불 urgent
2024-11-24,지출,급여,1230000.0,친구 만남 현금
2024-12-27,지출,restaurant,61000.0,수업 확인필요
2025-08-28,수입,catsnack,150.0,친구 만남 #2
2025-08-11,지출,pet,134000.0,마트 장보기 memo
2026-02-01,수입,clinic,105000.0,기념일 현금
2026-03-01,수입,study,156000.0,친구 만남 확인필요
2024-05-01,지출,movie,1960000.0,환불 확인필요
2024-04-20,수입,netflix,194000.0,친구 만남
2024-06-22,지출,clinic,530000.0,저녁 카드
2024-01-01,지출,fashion,213000.0,월급 확인필요
2025-12-23,수입,선물,63.0,출장 환불건
2026-04-13,지출,선물,192000.0,출장
2024-09-01,지출,incomebonus,774.0,병원 카드
2024-04-08,수입,bonus123,46000.0,병원 환불건
2025-05-01,지출,taxi,160000.0,수업 환불건
2024-09-23,수입,여행,1478.0,여행 준비 현금
2026-01-09,지출,waterbill,168.0,교통비 확인필요
2024-11-04,수입,선물,103.0,친구 만남
2025-12-01,수입,카페,50.0,수업
2025-04-14,수입,fashion,144000.0,카페
2025-10-07,수입,incomebonus123,158.0,카페 환불건
2024-11-01,지출,gas,54.0,여행 준비 memo
2025-05-09,지출,movie,420000.0,월급 확인필요
2025-10-03,지출,쇼핑,2374.0,기념일
2025-12-02,지출,mart,238.0,교통비 환불건
2025-07-26,수입,waterbill,150.0,온라인 주문 카드
2024-07-26,지출,utility123,123.0,여행 준비 현금
2025-04-29,수입,clinic,1000.0,월세 환불건
2025-04-01,지출,dessert,3000.0,마트 장보기
2024-09-16,수입,congrats,179.0,점심 현금
2025-05-17,지출,eatout,189.0,월급 환불건
2024-03-01,수입,trip,86.0,교통비 카드
2025-07-01,수입,선물,302.0,점심
2025-01-01,수입,present,80.0,환불 확인필요
2024-07-11,지출,electricity123,149000.0,교통비 현금
2024-09-21,지출,dogfood,83000.0,저녁
2024-01-09,지출,식비,1200000.0,월세 확인필요
2024-09-06,지출,급여,60.0,수업 urgent
2025-02-14,수입,dogfood,36.0,친구 만남
2025-01-18,지출,gas,172000.0,월급
2024-05-01,지출,hobby,123.0,점심 현금
2024-04-01,수입,onlineshopping,9000.0,병원
2024-03-01,지출,급여,130000.0,병원
2024-09-21,지출,flight,249000.0,병원
2024-09-11,수입,bakery,249000.0,월세
2024-09-20,지출,lecture123,1320000.0,저녁 현금
2025-12-01,지출,incomebonus,89.0,게임 결제 카드
2025-11-01,수입,bus,89.0,마트 장보기 memo
2025-04-23,수입,fashion,1930000.0,카페 카드
2025-09-05,수입,congrats,587.0,월세
2025-09-16,수입,급여,1460000.0,점심 카드
2024-07-16,지출,present,229.0,월세
2025-05-27,지출,course,2.0,게임 결제
2024-09-23,수입,교통,16000.0,저녁 확인필요
2025-06-01,지출,hotel,203.0,여행 준비 #3
2024-08-03,수입,eventgift,88000.0,온라인 주문 현금
2025-06-04,수입,utility,134000.0,교통비 환불건
2025-01-23,지출,mall!!,200.0,게임 결제 현금
2024-01-13,지출,snack,130.0,친구 만남 환불건
2024-09-10,수입,present!!,46.0,친구 만남
2024-05-15,수입,fuel,201.0,게임 결제 환불건
2024-07-01,수입,coffee,78.0,교통비
2024-08-06,지출,movie,540000.0,병원
2024-12-01,지출,flight,150000.0,월세
2024-07-26,지출,쇼핑,840000.0,월세
2025-08-01,수입,clothes,121.0,수업
2025-08-10,지출,uber,177.0,여행 준비 환불건
2024-08-07,수입,mall,660000.0,수업 확인필요
2026-03-28,지출,catsnack,90000.0,게임 결제 현금
2024-03-09,지출,vacation,123.0,친구 만남 urgent
2024-01-01,수입,starbucks,197000.0,기념일 #3
2024-07-30,수입,여행,245.0,출장 urgent
2025-02-12,수입,식비,149.0,월급 현금
2026-01-27,수입,game,39.0,월급
2024-11-01,지출,식비,9.0,병원
2024-01-01,지출,식비,1078.0,점심 환불건
2024-09-20,수입,bus,2190000.0,환불
2026-01-01,수입,starbucks,85.0,온라인 주문 memo
2024-06-01,수입,hotel,2490000.0,온라인 주문 환불건
2024-10-13,지출,tuition,1980000.0,여행 준비 urgent
2025-12-11,수입,coffee,390000.0,출장
2025-02-14,수입,netflix,77.0,마트 장보기 현금
2024-03-09,지출,trip,2440000.0,수업 현금
2024-12-24,수입,급여,173.0,여행 준비
2026-01-01,지출,쇼핑,447.0,월급 현금
2024-09-01,수입,game,112.0,게임 결제 현금
2025-01-19,지출,eatout,260000.0,기념일 확인필요
2024-02-01,지출,pet,161.0,출장
2024-12-02,수입,concert,910000.0,저녁 환불건
2025-10-12,지출,vacation,193000.0,친구 만남 memo
2026-01-27,수입,선물,1280000.0,게임 결제 memo
2025-01-05,지출,starbucks,144000.0,친구 만남
2025-03-29,수입,쇼핑,57000.0,출장
2024-01-01,지출,taxi,149000.0,병원 memo
